Date,Guest,Primetime,Tucker
November 25 2014 Tuesday,Charles Krauthammer;A.B. Stoddard;Steve Hayes,0,0
August 14 2014 Thursday,Tom Johnson;John McCormack;David Catanese;Jim Geraghty;Wes Lowry;Lindsey Graham;Karl Rove,0,0
August 15 2014 Friday,Rev. Jesse Jackson;Alveda King;Rod Wheeler;Brian Benjamin;Deneen Borelli;Todd Starnes,1,0
November 24 2014 Monday,Alex Ferrer;Arthur Aidala,1,0
December 1 2014 Monday,Bo Dietl;Thomas Jackson Mark Fuhrman;Peter Kinder;Daryl Parks;Greg Kloeppel;Danielle Thompson;,1,0
November 25 2014 Tuesday,Rudy Giuliani;Vincent Warren;Jason Riley;Peter Kinder;Ben Carson;Mike Tobin,1,0
November 28 2014 Friday,Benjamin Watson;Rand Paul;Cheryl Chumley;David Kennedy;Mary Kissel;David Catanese;Jillian ,0,0
November 26 2014 Wednesday,Ron Christie;James Knowles;Ted Williams;Katie Phang;Griff Jenkins;Janice Dean;Jonathan Hunt;,0,0
November 26 2014 Wednesday,Jay Kanzler;Peter Kinder;Thomas Jackson;Daryl Parks;Neil Bruntrager;Greg Kloeppel;David Webb;,1,0
April 16 2014 Wednesday,Jason Strother,0,0
February 10 2014 Monday,Greg Abbott;Bud Kennedy;Rudy Giuliani,0,0
May 13 2014 Tuesday,Mike Walters;Harvey Levin;Gloria Allred;Ted Williams;Allen West;Ken Baker;Kerri Kasem,0,0
September 16 2014 Tuesday,Tony Shaffer;Bill Brisotti;Sharyl Attkisson,1,0
July 26 2014 Saturday,,0,0
September 15 2014 Monday,Daniel Bober;Nick Weiss,1,0
June 18 2014 Wednesday,Luis Gutierrez;James Woolsey,1,0
 | ,,1,0
 | ,,1,0
 | ,,1,0
 | ,,1,0
October 21 2014 Tuesday,Michelle Malkin;David Bossie;Brit Hume;Chris Stirewalt,1,0
August 22 2014 Friday,Tom Ruskin;Kevin Jackson;Brian Benjamin;Basil Smikle;Jr.;Kisha Hebron;Alveda King;Niger Innis;Dr. ,1,0
February 21 2014 Friday,Bernard Goldberg,1,0
November 4 2014 Tuesday,Mitt Romney,0,0
October 16 2014 Thursday,Rick Boone;Stephen Thomas;Shon Remich;Jason Regules;Linda Mobula;Marsha Blackburn;Susan ,0,0
September 30 2014 Tuesday,Ron Johnson;Joe Trippi;Ron Fournier;Karen Tumulty;Tom Rogan;Rick Santorum;Ted Williams;Katie ,0,0
February 21 2014 Friday,Dana Loesch;Eboni Williams,1,0
May 27 2014 Tuesday,Charles Krauthammer;A.B. Stoddard;Steve Hayes,0,0
May 14 2014 Wednesday,Ann Coulter; Geraldo Rivera;Sandra Smith;Bernard McGuirk;Michael W. Smith,1,0
September 30 2014 Tuesday,Sen. John McCain;Joe Lieberman,1,0
November 12 2014 Wednesday,,0,0
June 2 2014 Monday,Cody Full;Gerald Sutton;James Inhofe;Andrew Napolitano;Buck Sexton;Mark Jacobson,1,0
March 21 2014 Friday,Mike Boyd;Peter Brookes;Philip Holloway;Kathleen Bangs;Mike Boyd,1,0
March 21 2014 Friday,Dan Murphy;Cmdr. William Marks;Luca Centrioni;Michael Kay;Michael Kay;Sal Lagonia;Mike Baker;,1,0
January 3 2014 Friday,Daniel Baker;Jonathan Serrie,0,0
January 21 2014 Tuesday,,0,0
November 12 2014 Wednesday,Jeff Sessions;Kirsten Powers;Bernie Goldberg;Alan Colmes;Jonathan Gilliam;Pete Hegseth;Trace ,1,0
January 28 2014 Tuesday,Frank Luntz;Chris Van Hollen;Ted Cruz;Brit Hume;Chris Stirewalt;Joe Trippi;Karl Rove;Marc Thiessen;,1,0
January 24 2014 Friday,Alexis McGill Johnson;Penny Nance;Ben Stein,1,0
January 23 2014 Thursday,Steve Hayes;Amy Walter;A.B. Stoddard;Lionel Chetwynd,0,0
March 13 2014 Thursday,Jason Greenslate,1,0
February 25 2014 Tuesday,Gavin McInnes;Jehmu Greene;Jedediah Bila;Dave Berg,1,0
October 31 2014 Friday,Karl Rove;Joe Trippi;Chris Stirewalt;Howard Kurtz;Kirsten Powers;Leland Vittert;Lea Gabrielle,1,0
January 7 2014 Tuesday,Wesley Clark;James Carville;Mary Matalin,1,0
January 8 2014 Wednesday,Maureen Faulkner;J. Christian Adams,1,0
January 31 2014 Friday,Larry Fitzgerald;Tiki Barber;Jay Feely,1,0
January 7 2014 Tuesday,Tom Donohue;Charles Krauthammer;Nina Easton;Kirsten Powers,0,0
January 8 2014 Wednesday,,0,0
January 8 2014 Wednesday,Marco Rubio;George Will;Juan Williams;Steve Hayes,0,0
October 2 2014 Thursday,Jen Psaki;Buck Sexton;Dr. Qanta Ahmed;John Roberts;Lt. Gen. Tom McInerney;Trace Gallagher,1,0
October 30 2014 Thursday,Sen. Ted Cruz;David Limbaugh;Kirsten Powers;Steve Hayes,1,0
February 27 2014 Thursday,Patrick Moore,1,0
June 9 2014 Monday,Charles Krauthammer;Julie Pace;Tucker Carlson,0,0
May 12 2014 Monday,Andrew Napolitano;Chris Stirewalt;Tony Perkins;Bernard Whitman;Kyle Olson,1,0
July 6 2014 Sunday,John Bolton;Judith Miller;Ed Lazear;Richard Gelfond;Mark Luschini;Steve Moore;Tony Sayegh,0,0
January 21 2014 Tuesday,,1,0
April 2 2014 Wednesday,Michael McCaul;Hillary Shine;Shawn Manning;John Carter;Harry Papaconstantinou;Alonzo Lunsford;,1,0
January 9 2014 Thursday,,0,0
April 2 2014 Wednesday,Ted Williams;Robert Scales;Bill Cowan;Jonathan Gilliam,1,0
December 24 2014 Wednesday,Jackie Evancho;Jessie James Decker,1,0
May 5 2014 Monday,Marc Thiessen;Andrew Napolitano;Jordan Lorence;Barry Lynn,1,0
November 5 2014 Wednesday,Leland Vittert;Tony Sayegh;Jack Kemp;Julie Roginsky;Pat Caddell;Alicia Acuna;James Rosen,0,0
June 3 2014 Tuesday,Charles Krauthammer;Kirsten Powers;Steve Hayes,0,0
March 9 2014 Sunday,,0,0
March 9 2014 Sunday,,0,0
July 13 2014 Sunday,Benjamin Netanyahu;Dennis Ross;Rick Perry;Michael McCaul,0,0
July 13 2014 Sunday,Benjamin Netanyahu;Dennis Ross;Rick Perry;Michael McCaul,0,0
November 9 2014 Sunday,,0,0
November 9 2014 Sunday,,0,0
October 12 2014 Sunday,Ted Olson;Tony Perkins,0,0
October 12 2014 Sunday,Ted Olson;Tony Perkins,0,0
February 16 2014 Sunday,,0,0
March 23 2014 Sunday,,0,0
March 23 2014 Sunday,,0,0
February 16 2014 Sunday,,0,0
January 19 2014 Sunday,,0,0
January 19 2014 Sunday,,0,0
February 9 2014 Sunday,,0,0
February 9 2014 Sunday,,0,0
February 9 2014 Sunday,,0,0
January 12 2014 Sunday,,0,0
January 26 2014 Sunday,,0,0
January 26 2014 Sunday,,0,0
January 12 2014 Sunday,,0,0
March 2 2014 Sunday,,0,0
March 16 2014 Sunday,,0,0
March 2 2014 Sunday,,0,0
February 23 2014 Sunday,,0,0
February 23 2014 Sunday,,0,0
February 23 2014 Sunday,,0,0
February 23 2014 Sunday,,0,0
March 9 2014 Sunday,,0,0
March 9 2014 Sunday,,0,0
January 12 2014 Sunday,,0,0
January 12 2014 Sunday,,0,0
January 19 2014 Sunday,,0,0
January 19 2014 Sunday,,0,0
January 5 2014 Sunday,,0,0
February 9 2014 Sunday,,0,0
January 5 2014 Sunday,,0,0
March 16 2014 Sunday,,0,0
May 25 2014 Sunday,Kelly Ayotte,0,0
May 25 2014 Sunday,Kelly Ayotte,0,0
November 30 2014 Sunday,,0,0
November 30 2014 Sunday,,0,0
February 25 2014 Tuesday,,1,0
February 7 2014 Friday,,1,0
April 21 2014 Monday,Monica Crowley;Jennice Fuentes,0,0
December 12 2014 Friday,Sen. Rand Paul;Bill Richardson;Larry Elder;Leslie Marshall;Muhammad Siddeeq;Zuhdi Jasser,1,0
November 24 2014 Monday,Richard Fowler;Andell Brown;Arthur Aidala;Joe Hicks,1,0
June 20 2014 Friday,Aaron Schock;John McCormack;Betsy Woodruff;David Catanese;Ileana Ros-Lehtinen;Beaux Cochran;,0,0
October 17 2014 Friday,Andrea Watkins;Patrick Tucker;Byron York;Jackie Kucinich; Bob Cusack;John McCain;Ryan Crocker,0,0
April 22 2014 Tuesday,Paul Larkin;Scott Shaw,1,0
January 8 2014 Wednesday,Pat Buchanan,1,0
August 30 2014 Saturday,Whit Ayres,0,0
May 15 2014 Thursday,Kate Obenshain,1,0
May 21 2014 Wednesday,Charles Krauthammer;Ron Fournier;Steve Hayes,0,0
February 23 2014 Sunday,Kelli Goff;David Zurawik,0,0
February 4 2014 Tuesday,Katie Pavlich;Larry Sabato;Rich Klein,1,0
July 22 2014 Tuesday,Nina Easton;Betsy Woodruff;Jim Geraghty;Simon Shuster;Adam Kinzinger;Alan West;Michel Faulkner;,0,0
December 23 2014 Tuesday,Jillian Kay Melchior;Richard Fowler;Mark Novak,0,0
January 7 2014 Tuesday,Howard Gould;Chris Horner;Rudy Giuliani;Noelle Nikpour;Julie Roginsky;Sandra Smith;John ,1,0
January 17 2014 Friday,,0,0
June 16 2014 Monday,Charles Krauthammer;George Will;Ron Fournier,0,0
September 24 2014 Wednesday,Eric Schmidt;Jonathan Rosenberg,0,0
August 1 2014 Friday,Charles Krauthammer;Nina Easton;Trucker Carlson,0,0
April 23 2014 Wednesday,Rick Klein;Karen Tumulty;Jim Geraghty;Greg Abbott;Ken Aderholt,0,0
March 7 2014 Friday,,0,0
January 30 2014 Thursday,,0,0
November 6 2014 Thursday,Jeff Sessions;Dana Perino;Chris Stirewalt,1,0
May 7 2014 Wednesday,Penny Lee;Air Fleischer;Chris Horner;Howard Gould;Tiki Barber,1,0
April 25 2014 Friday,Mark Krikorian;Dennis Michael Lynch;Ben Shapiro;Kirsten Powers,1,0
November 5 2014 Wednesday,Rep. Bill Cassidy;Reince Priebus;Sen. Tim Scott;Mia Love;Rep. Cory Gardner;Ann Coulter;Bernard ,1,0
November 4 2014 Tuesday,Charles Krauthammer;George Will;Karl Rove;Joe Trippi,1,0
November 13 2014 Thursday,Charles Krauthammer;Marc Thiessen;Jon Belmar;Chris Sajnog;Howard Wasdin;Jack Keane,1,0
April 3 2014 Thursday,Gov. Bobby Jindal,1,0
March 6 2014 Thursday,George Will;Juan Williams;Tucker Carlson,0,0
April 23 2014 Wednesday,,1,0
April 11 2014 Friday,Kevin Wall;Tucker Carlson;J. Christian Adams,1,0
January 21 2014 Tuesday,,1,0
November 24 2014 Monday,McGraw Milhaven;Geoffrey Dudley;Scottie Nell Hughes,1,0
November 30 2014 Sunday,David Webb;Mara Liasson;David Zurawik;Bill Hemmer;Joe Concha;Harris Faulkner;Ainsley Earhardt;,0,0
December 3 2014 Wednesday,J. Christian Adams;Michael Meyers;Daryl Parks;Michael Baden;Jennifer Lahmers;Mark Fuhrman,1,0
February 26 2014 Wednesday,,1,0
February 10 2014 Monday,Jedediah Bila;Brian Kilmeade;Tamara Holder,1,0
January 23 2014 Thursday,Monica Crowley;Brooke Goldstein;Peter Johnson,1,0
January 20 2014 Monday,Chuck Leavell;Imogen Lloyd Webber;Noelle Nikpour,1,0
February 6 2014 Thursday,Ainsley Earhardt;Ben Domenech;Peter Johnson Jr.,1,0
September 5 2014 Friday,Cathy Areu;Scottie Nell Hughes;Geraldo Rivera;Sharyl Attkinson,1,0
October 24 2014 Friday,Frank Cilluffo;Michael Mukasey,0,0
April 4 2014 Friday,Ben Shapiro;Chris Stirewalt;Tucker Carlson,1,0
September 12 2014 Friday,Charles Krauthammer;Buck Sexton;Scott Brown,1,0
June 23 2014 Monday,Joseph Petrowski,0,0
February 13 2014 Thursday,Mitt Romney,1,0
October 22 2014 Wednesday,Charles Krauthammer;Kirsten Powers;Ron Fournier;Michael Flannery;Carol Felsenthal,0,0
April 3 2014 Thursday,,1,0
January 17 2014 Friday,Rick Ungar;Amy Holmes;Michelle Fields;Benjamin Domenech;Cheri Jacobus;Rev. Franklin Graham;,1,0
January 6 2014 Monday,,1,0
February 28 2014 Friday,Kevin Powell,1,0
February 27 2014 Thursday,Patricia McLaughlin;Ron Johnson;Jason Riley;Byron York;Rick Klein,0,0
March 27 2014 Thursday,Jon Ralston,1,0
October 9 2014 Thursday,Marc Thiessen;Zuhdi Jasser;Robert McFadden;J. Christian Adams;Larry Korb;Andell Brown;Dana ,1,0
October 1 2014 Wednesday,,0,0
August 27 2014 Wednesday,Lyssie Lakatos;Tammy Lakatos Shames,0,0
June 23 2014 Monday,Cleta Mitchell;Marc Thiessen;Tom Dupree;Tony Perkins;Marie Harf;Richard Grenell,1,0
April 11 2014 Friday,,0,0
February 25 2014 Tuesday,Mary Fallon;Byron York;Rick Klein;Elise Viebeck;Susan Crabtree,0,0
April 25 2014 Friday,Mercy Quaye,0,0
June 10 2014 Tuesday,,1,0
May 8 2014 Thursday,Katherine Mangu-Ward;Michael Rubin;Richard Goodstein,1,0
June 22 2014 Sunday,Rick Grenell;Craig Crawford;Joe Concha,0,0
May 29 2014 Thursday,Chris Stirewalt;Howard Kurtz;Tony Perkins;Dennis Michael Lynch;Marc Thiessen;Jessica Ehrlich;,1,0
May 8 2014 Thursday,Brooke Goldstein;Tony Perkins;Cleta Michell;Ben Shapiro; Robert Zimmerman,1,0
May 14 2014 Wednesday,Carl DeMaio,1,0
January 13 2014 Monday,Dick Morris,1,0
February 10 2014 Monday,,0,0
July 1 2014 Tuesday,,0,0
January 21 2014 Tuesday,Ken Langone,0,0
June 24 2014 Tuesday,Dick Cheney;James Lankford;Karl Rove;Larry Sabato,1,0
December 4 2014 Thursday,Mark Meadows;Mitch McConnell;Philip Moore;Jonathan Hunt,0,0
June 11 2014 Wednesday,George Will;Charles Lane;Steve Hayes,0,0
November 21 2014 Friday,Aaron Schock;Mark Meadows;Scott Pruitt;Aaron Blake;Lauren ,0,0
May 2 2014 Friday,Charles Woods;Basil Smikle;Jr.;Kirsten Haglund;David Webb,1,0
May 7 2014 Wednesday,Trey Gowdy;Lindsey Graham;J. Christian Adams;William Baer;Dennis Michael Lynch;Tom Cotton;Dan ,1,0
May 28 2014 Wednesday,Mitt Romney;Rachel Sklar;Dana Loesch;Marc Thiessen;Jessica Ehrlich;Andrew McCarthy,1,0
May 8 2014 Thursday,Adam Kenzinger;Byron York;Bob Cusack;Jim Geraghty;Joe Trippi;John Bolton;Dave Camp;Jenny ,0,0
May 7 2014 Wednesday,Byron York;Nina Easton;Rick Klein;Jim Jordan,0,0
July 11 2014 Friday,Bill Melugin;Paul Babeu;Jesse Jackson;Donald Trump;John Bolton;Michelle Bachmann;John ,0,0
July 12 2014 Saturday,,0,0
November 3 2014 Monday,Charles Krauthammer;Joni Ernst;Joe Trippi;Ed Henry;Marc Thiessen;Dana Perino;Kirsten Powers;,1,0
July 22 2014 Tuesday,Jorge Ramos;Jason Riley;Tom Shillue,1,0
November 6 2014 Thursday,Nomiki Konst;Kimberly Guilfoyle;Lis Wiehl;Bernie Goldberg;Laura Ingraham,1,0
September 19 2014 Friday,Morgan Wright;Katie Greer;John McCain;Scottie Nell Hughes,1,0
March 3 2014 Monday,Christian Whiton,1,0
May 9 2014 Friday,Mark Thiessen;Brent Bozell;Dana Loesch;Mark Hannah;Ann Coulter,1,0
May 12 2014 Monday,,1,0
January 20 2014 Monday,,1,0
July 3 2014 Thursday,Rob Lowe;Jon Stewart;Ted Nugent,1,0
July 3 2014 Thursday,Warren Judge;Mary Kissel;Susan Ferrechio;Rick Klein;Alan Long;Allen West;Glo Smith,0,0
February 12 2014 Wednesday,Richard Fowler;Niger Innis,1,0
February 12 2014 Wednesday,Adrian Acosta;Jason Marx;Morse Diggs;Amy Anderson;Nick Anderson;Elise Viebeck;Byron York;Jim ,0,0
July 14 2014 Monday,Cheryl Chumley;Samuel Okocha;Mary Ann Mendoza;Louie Gohmert;Cody Full;Sandra Andrews;,1,0
April 6 2014 Sunday,Jerry Della Femina;Bridget Firtle;Christine Lagarde;Anthony Chan;Barbara Raasch;Ed Rollins,0,0
November 7 2014 Friday,Greg Abbott;Chris Stirewalt;Chuck Rocha;Andy McCarthy;Trace Gallagher;Patty Ann Browne;Dennis ,1,0
November 17 2014 Monday,Andrew Napolitano;Brooke Goldstein;Robert O'Neill;Chris Stirewalt;Melissa Francis;Mark Fuhrman,1,0
November 21 2014 Friday,Charles Krauthammer;Kirsten Powers;Steve Hayes;Amy Kellogg,0,0
July 4 2014 Friday,Charles Krauthammer;Juan Williams;Steve Hayes,0,0
January 13 2014 Monday,Mitch McConnell,1,0
January 27 2014 Monday,Mary Katharine Ham;Juan Williams,1,0
February 10 2014 Monday,Gary Lauer,1,0
March 17 2014 Monday,Juan Williams;Mary Katharine Ham,1,0
January 21 2014 Tuesday,,1,0
February 24 2014 Monday,,1,0
March 11 2014 Tuesday,Charles Krauthammer,1,0
February 13 2014 Thursday,Laura Ingraham;James Carville,1,0
April 8 2014 Tuesday,,1,0
May 30 2014 Friday,,1,0
August 3 2014 Sunday,Keli Goff;Jonah Goldberg;Christine Brennan;Janine Zacharia,0,0
October 1 2014 Wednesday,Ed Royce;Dennis Miller,1,0
February 27 2014 Thursday,Laura Ingraham,1,0
October 6 2014 Monday,"Noor";Robert Spencer;Dr. Gil Mobley;Sen. Rand Paul;Piers Morgan;Jason Mattera,1,0
May 28 2014 Wednesday,Charles Krauthammer;Mara Liasson;Steve Hayes,0,0
January 7 2014 Tuesday,Renee James,0,0
September 4 2014 Thursday,Charles Payne;Catherine Ruetschlin;Steve Caldeira,0,0
December 12 2014 Friday,Charles Krauthammer;Alan Colmes;Kirsten Powers;Rich Lowry;Don Arias;Howard Kurtz,1,0
January 13 2014 Monday,Joe Tacopina,1,0
February 24 2014 Monday,Aaron Schock,0,0
February 20 2014 Thursday,Jason Patrick,1,0
April 9 2014 Wednesday,Stacey Dash,1,0
April 24 2014 Thursday,Adam O'Neal,0,0
February 7 2014 Friday,Adam Schiff,1,0
May 21 2014 Wednesday,Alejandro Osuna;John Bolton,0,0
March 31 2014 Monday,Allen West,0,0
March 7 2014 Friday,Erikka Knuti;Mike Gallagher;Betsy McCaughey;Chris Walker;Basil Smikle;Jr.;Jennifer Stefano,1,0
May 15 2014 Thursday,Amy Kushnir,1,0
May 20 2014 Tuesday,Andy McCarthy,1,0
March 12 2014 Wednesday,Ann Coulter,1,0
January 21 2014 Tuesday,Ann Coulter,1,0
March 6 2014 Thursday,Ann Coulter,1,0
January 27 2014 Monday,Ann Coulter,1,0
April 7 2014 Monday,Ann Coulter;David Webb;Michael Meyers,1,0
September 23 2014 Tuesday,Ann Romney,0,0
February 18 2014 Tuesday,Anna Chapman;Alex Smith,1,0
October 5 2014 Sunday,Anthony Fauci;Kelly Ayotte,0,0
October 5 2014 Sunday,Anthony Fauci;Kelly Ayotte,0,0
January 22 2014 Wednesday,Anthony Mongeluzo,0,0
December 8 2014 Monday,David Schweikert,0,0
June 5 2014 Thursday,Matt Salmon,0,0
June 13 2014 Friday,John McCain,0,0
May 9 2014 Friday,Tom Cotton,0,0
March 25 2014 Tuesday,Arnold Schwarzenegger,1,0
May 16 2014 Friday,Barbara Walters,1,0
April 20 2014 Sunday,Jim Pinkerton;Kelli Goff;Joe Concha;Sharyl Attkisson;Bart Gellman,0,0
March 11 2014 Tuesday,Ben Shapiro,1,0
June 25 2014 Wednesday,Bernard Goldberg;Erick Erickson;Dennis Miller,1,0
January 21 2014 Tuesday,,1,0
June 30 2014 Monday,John Murtagh;Josh Hawley;Carly Fiorina,1,0
December 7 2014 Sunday,,0,0
December 7 2014 Sunday,,0,0
April 17 2014 Thursday,Blake Farenthold,0,0
January 27 2014 Monday,Bob Beckel,1,0
March 16 2014 Sunday,Bob Corker;Robert Menendez,0,0
March 16 2014 Sunday,Bob Corker;Robert Menendez,0,0
January 6 2014 Monday,Bobby Schindler,1,0
February 26 2014 Wednesday,Brent Bozell,1,0
January 27 2014 Monday,,1,0
April 14 2014 Monday,Cliven Bundy;Ammon Bundy;Ryan Bundy,1,0
April 1 2014 Tuesday,Cal Thomas,1,0
August 25 2014 Monday,Alex Padilla,0,0
February 27 2014 Thursday,Cassie Chapman and Erica Paige White,1,0
April 13 2014 Sunday,Charles Boustany;Sander Levin,0,0
April 13 2014 Sunday,Charles Boustany;Sander Levin,0,0
May 7 2014 Wednesday,Charles Krauthammer,0,0
January 27 2014 Monday,Charles Krauthammer,0,0
March 31 2014 Monday,Charlie Daniels,1,0
March 28 2014 Friday,Chris Christie,1,0
October 26 2014 Sunday,,0,0
October 26 2014 Sunday,,0,0
January 23 2014 Thursday,Christine Levinson,0,0
April 24 2014 Thursday,Clifford Chanin,1,0
April 16 2014 Wednesday,Cliven Bundy;Ammon Bundy;Briana Bundy,1,0
April 17 2014 Thursday,Cliven Bundy;Sen. Rand Paul;Nick Fish,1,0
October 16 2014 Thursday,Cory Gardner,0,0
March 11 2014 Tuesday,Rick Leventhal;Walker Stapleton,0,0
September 14 2014 Sunday,Buck McKeon;Garry Kasparov;Kevin Warsh;Byron York;Ed Rollins;Jim Rogers,0,0
January 12 2014 Sunday,Steve Southerland;Chris Van Hollen,0,0
January 12 2014 Sunday,Steve Southerland;Chris Van Hollen,0,0
April 16 2014 Wednesday,Sara Evans,1,0
January 21 2014 Tuesday,Dagen McDowell,1,0
October 14 2014 Tuesday,Judge Clay Jenkins;Dr. David Sanders;Dr. James Wilson;Elbert Guillory;Jay Sekulow;Juan Williams;,1,0
January 26 2014 Sunday,Dan Pfeiffer,0,0
January 26 2014 Sunday,Dan Pfeiffer,0,0
January 3 2014 Friday,Dan Weiss,1,0
March 2 2014 Sunday,Darrell Issa,0,0
March 2 2014 Sunday,Darrell Issa,0,0
February 26 2014 Wednesday,Dave Camp,0,0
February 11 2014 Tuesday,Janice Dean;Dave Camp,1,0
May 5 2014 Monday,Dave Ramsey,1,0
April 21 2014 Monday,David Bossie,1,0
January 19 2014 Sunday,David Kennedy,0,0
February 10 2014 Monday,David Kennedy,0,0
January 19 2014 Sunday,David Kennedy,0,0
January 21 2014 Tuesday,David Webb;Mercedes Colwin,1,0
May 13 2014 Tuesday,Debbie Jimenez;Chico Jimenez,0,0
February 25 2014 Tuesday,Mike Dicksinson,1,0
September 14 2014 Sunday,Denis McDonough;Lindsey Graham;Jack Reed,0,0
September 14 2014 Sunday,Denis McDonough;Lindsey Graham;Jack Reed,0,0
January 14 2014 Tuesday,Dennis Richardson,0,0
May 25 2014 Sunday,Derek Bennett;Dr. Margaret Moxness,0,0
May 25 2014 Sunday,Derek Bennett;Dr. Margaret Moxness,0,0
May 18 2014 Sunday,Dick Cheney;Lynne Cheney,0,0
May 18 2014 Sunday,Dick Cheney;Lynne Cheney,0,0
February 18 2014 Tuesday,Dick Morris,1,0
January 31 2014 Friday,Dinesh D'Souza,1,0
March 24 2014 Monday,Donald Rumsfeld,0,0
April 16 2014 Wednesday,Donald Trump,1,0
April 20 2014 Sunday,Donald Wuerl,0,0
April 20 2014 Sunday,Donald Wuerl,0,0
October 19 2014 Sunday,Dr. Anthony Fauci;Tim Murphy,0,0
October 19 2014 Sunday,Dr. Anthony Fauci;Tim Murphy,0,0
January 22 2014 Wednesday,Dr. Ben Carson,0,0
March 11 2014 Tuesday,Dr. Ezekiel Emanuel,1,0
April 24 2014 Thursday,James Dobson,1,0
March 28 2014 Friday,Duncan Hunter,1,0
March 4 2014 Tuesday,,0,0
March 5 2014 Wednesday,Elise Viebeck,0,0
March 13 2014 Thursday,Eric Cantor,0,0
September 17 2014 Wednesday,Alyn Smith,0,0
January 22 2014 Wednesday,Everson Walls,0,0
November 27 2014 Thursday,David Jolly,0,0
June 23 2014 Monday,John Mica,0,0
April 10 2014 Thursday,Ron DeSantis,0,0
January 23 2014 Thursday,Rick Scott,1,0
September 23 2014 Tuesday,Marco Rubio,0,0
March 3 2014 Monday,,1,0
May 29 2014 Thursday,Gov. Bobby Jindal;Reince Priebus;Bill Cassidy;Phil Robertson,1,0
March 21 2014 Friday,Mike Huckabee,0,0
August 1 2014 Friday,Mike Huckabee,0,0
August 15 2014 Friday,Mike Huckabee,0,0
July 11 2014 Friday,Mike Huckabee,0,0
June 20 2014 Friday,Mike Huckabee,0,0
January 14 2014 Tuesday,Robert Gates,1,0
October 7 2014 Tuesday,Remi Spencer;K.T. McFarland,0,0
March 18 2014 Tuesday,Catherine Herridge;K.T. McFarland,0,0
February 27 2014 Thursday,Mark Levin,0,0
February 12 2014 Wednesday,Michael Brown;Rick Reichmuth,0,0
April 4 2014 Friday,Allen West,0,0
January 27 2014 Monday,Mitt Romney,1,0
December 3 2014 Wednesday,Bernard Kerik,0,0
February 24 2014 Monday,Bernard Kerik,0,0
February 4 2014 Tuesday,Scott Brown,0,0
November 7 2014 Friday,Trent Lott,0,0
October 14 2014 Tuesday,Garrett Tenney;Betsy McCaughey,0,0
April 1 2014 Tuesday,Rudy Giuliani,0,0
November 24 2014 Monday,Patrick Caddell,0,0
October 10 2014 Friday,Patrick Caddell,0,0
October 17 2014 Friday,Patrick Caddell,0,0
December 8 2014 Monday,Patrick Caddell,0,0
November 3 2014 Monday,Peter Barnes;Mitt Romney,0,0
January 27 2014 Monday,Monica Crowley;Patrick Caddell,0,0
February 24 2014 Monday,Monica Crowley;Patrick Caddell,0,0
March 25 2014 Tuesday,Mitt Romney,1,0
March 19 2014 Wednesday,Ron Paul,0,0
October 23 2014 Thursday,Jack Keane,0,0
May 7 2014 Wednesday,Donald Rumsfeld,0,0
June 3 2014 Tuesday,Jed Babbin,0,0
March 7 2014 Friday,Ben Stein;Marc Morano,0,0
November 4 2014 Tuesday,Rick Santorum,0,0
May 5 2014 Monday,Rick Santorum,0,0
July 2 2014 Wednesday,Kenneth Feinberg,0,0
August 11 2014 Monday,Jon Huntsman,0,0
March 10 2014 Monday,Dick Cheney,1,0
February 24 2014 Monday,Dick Cheney;Pete Hegseth;Thomas Sowell;Richard Fowler,1,0
May 28 2014 Wednesday,Dick Cheney;Mark Levin,1,0
August 29 2014 Friday,Dick Cheney;Mark Levin;James Woolsey;Zuhdi Jasser;Yousef Munayyer;Anjem Choudary,1,0
April 15 2014 Tuesday,Art Laffer,0,0
February 3 2014 Monday,Monica Crowley;Jane Hampton Cook,0,0
February 3 2014 Monday,Frank Luntz,1,0
January 31 2014 Friday,Laura Ries,1,0
May 4 2014 Sunday,Fred Smith;Robert Wolf,0,0
May 4 2014 Sunday,Fred Smith;Robert Wolf,0,0
April 6 2014 Sunday,Michael Hayden,0,0
April 6 2014 Sunday,Michael Hayden,0,0
March 26 2014 Wednesday,George Will,1,0
January 21 2014 Tuesday,Glenn Beck,1,0
June 12 2014 Thursday,Glenn Beck;John O'Neill;Larry Sabato,1,0
January 3 2014 Friday,Glenn Greenwald,1,0
February 18 2014 Tuesday,Scott Walker,1,0
February 23 2014 Sunday,Peter Shumlin;Scott Walker,0,0
February 23 2014 Sunday,Peter Shumlin;Scott Walker,0,0
January 27 2014 Monday,Greg Abbott;Jason Riley;A.B. Stoddard;Michael Crowley,0,0
June 17 2014 Tuesday,Hillary Clinton;Rick Klein;A.B. Stoddard;Byron York;John Bolton;Erin Banco,0,0
February 10 2014 Monday,Howard Eskin;Scott Smith,0,0
November 20 2014 Thursday,Luis Gutierrez,0,0
August 7 2014 Thursday,Benjamin Netanyahu;Dore Gold,1,0
April 24 2014 Thursday,Benjamin Netanyahu;Charles Krauthammer;Andrew Napolitano;Charles Lane,0,0
May 13 2014 Tuesday,J. Christian Adams,1,0
April 16 2014 Wednesday,Jana ,1,0
February 21 2014 Friday,Jason Chaffetz,0,0
May 19 2014 Monday,Jason Patric,1,0
January 20 2014 Monday,Jedediah Bila;Tamara Holder,1,0
February 10 2014 Monday,Jeff Sessions,0,0
July 21 2014 Monday,Nir Barkat,0,0
