Date,Guest,Primetime,Tucker
September 16 2011 Friday,,1,0
September 16 2011 Friday,Mike Draper,1,0
September 23 2011 Friday,,1,0
April 26 2011 Tuesday,,1,0
July 18 2011 Monday,,1,0
January 14 2011 Friday,,1,0
January 10 2011 Monday,,1,0
May 3 2011 Tuesday,,0,0
January 25 2011 Tuesday,,0,0
September 27 2011 Tuesday,Charles Krauthammer;Mara Liasson;Bill Kristol,0,0
September 16 2011 Friday,John Stossel;Kirsten Powers;Steve Hayes,0,0
September 27 2011 Tuesday,,0,0
February 2 2011 Wednesday,,0,0
February 24 2011 Thursday,Derek Maltz,0,0
January 31 2011 Monday,,0,0
January 14 2011 Friday,,0,0
February 4 2011 Friday,,0,0
February 23 2011 Wednesday,Daniel Crockett,0,0
January 18 2011 Tuesday,,0,0
January 13 2011 Thursday,,0,0
January 17 2011 Monday,,0,0
February 15 2011 Tuesday,,0,0
February 28 2011 Monday,,0,0
February 22 2011 Tuesday,,0,0
February 16 2011 Wednesday,,0,0
February 8 2011 Tuesday,,0,0
January 24 2011 Monday,,0,0
February 25 2011 Friday,,0,0
January 12 2011 Wednesday,,0,0
February 9 2011 Wednesday,,0,0
February 11 2011 Friday,ody,0,0
February 21 2011 Monday,,0,0
January 3 2011 Monday,,0,0
January 28 2011 Friday,,0,0
February 1 2011 Tuesday,,0,0
January 27 2011 Thursday,,0,0
February 17 2011 Thursday,,0,0
November 21 2011 Monday,Charles Krauthammer,0,0
November 16 2011 Wednesday,,0,0
November 23 2011 Wednesday,,0,0
December 1 2011 Thursday,,0,0
November 10 2011 Thursday,,0,0
November 14 2011 Monday,,0,0
January 19 2011 Wednesday,,0,0
January 21 2011 Friday,,0,0
January 4 2011 Tuesday,,0,0
February 3 2011 Thursday,,0,0
January 11 2011 Tuesday,,0,0
January 20 2011 Thursday,,0,0
January 10 2011 Monday,,0,0
September 22 2011 Thursday,Chris Stirewalt; Susan Ferrechio;Steve Hayes,0,0
September 30 2011 Friday,Gov. Rick Perry,0,0
January 25 2011 Tuesday,,0,0
February 7 2011 Monday,,1,0
March 15 2011 Tuesday,,1,0
April 29 2011 Friday,Lanny Davis;Mary Anne Marsh,1,0
December 13 2011 Tuesday,Sen. John Thune,1,0
August 4 2011 Thursday,,1,0
September 27 2011 Tuesday,Bernard Goldberg,1,0
November 10 2011 Thursday,,1,0
March 13 2011 Sunday,Mark Warner;Saxby Chambliss;Bill Kristol;Jeff Zeleny;Dana Perino;Kirsten Powers;Mitch McConnell;,0,0
February 7 2011 Monday,,1,0
August 11 2011 Thursday,Frank Luntz;Joe Trippi,1,0
December 15 2011 Thursday,Mitt Romney;Ron Paul;Rick Perry;Michele Bachmann;Frank Luntz,1,0
January 25 2011 Tuesday,,1,0
May 18 2011 Wednesday,Byron York,1,0
January 7 2011 Friday,,1,0
April 27 2011 Wednesday,Natalie Ginty;Peter Whittle;Imogen Lloyd Webber,1,0
August 31 2011 Wednesday,Tucker Carlson,1,0
July 25 2011 Monday,Devin Nunes;Joey Jackson;Bo Dietl;Tony Sayegh;Jim Martin;Matthew Vadem,1,0
July 25 2011 Monday,Sen. John Thune;David Plouffe;Rob Andrews;Rick Klein;Peter Barnes;John Barrasso;Jon Kyl;Sam ,1,0
March 28 2011 Monday,Dick Morris;Bill Bennett;Elise Jordan;Krystal Ball,1,0
March 28 2011 Monday,,1,0
June 23 2011 Thursday,C. Boyden Gray,1,0
June 22 2011 Wednesday,Maj. Gen. Bob Scales,1,0
October 17 2011 Monday,Nina Easton;Steve Hayes;Mara Liasson,0,0
August 2 2011 Tuesday,Steve King;Adam Kinzinger;Victoria DeFrancesco Soto;Noelle Nikpour,1,0
January 12 2011 Wednesday,Pia Carusone;Robert Angle;Bernie Grimm;Ted Williams;Jim Hammer,1,0
January 26 2011 Wednesday,,1,0
June 28 2011 Tuesday,,1,0
September 19 2011 Monday,Dick Morris;Michael Brown;Karen Hanretty,1,0
April 27 2011 Wednesday,Michelle Malkin,1,0
February 14 2011 Monday,Sen. John Thune;Rep. Rob Andrews,1,0
May 19 2011 Thursday,Dick Morris,1,0
September 20 2011 Tuesday,Sarah Palin;Dana Perino;Stuart Varney;Bill Cunningham;Michael Meyers;Joe Trippi;Jedediah Bila;Bill ,1,0
June 14 2011 Tuesday,,1,0
June 21 2011 Tuesday,Sen. Lindsey Graham,1,0
January 24 2011 Monday,Tucker Carlson,1,0
January 7 2011 Friday,Rep. Steve King;Sudeep Reddy,1,0
April 13 2011 Wednesday,Robert Andrews;John Campbell,1,0
May 10 2011 Tuesday,Greg Abbott,1,0
January 7 2011 Friday,Mercedes Viana Schlapp;Michael Brown;Mike Huckabee,1,0
May 4 2011 Wednesday,Ann Coulter,1,0
April 6 2011 Wednesday,Kay Granger,1,0
May 13 2011 Friday,,1,0
September 8 2011 Thursday,,1,0
June 28 2011 Tuesday,Cleta Mitchell;Caroline Heldman;Dean Baker;Jonathan Hoenig;Curtis Sliwa;Cooper Lawrence;Anna-,1,0
June 29 2011 Wednesday,Ben Stein,1,0
August 30 2011 Tuesday,,1,0
August 23 2011 Tuesday,,1,0
September 12 2011 Monday,,1,0
April 5 2011 Tuesday,Paul Ryan;Jason Chaffetz;Todd Young,0,0
March 29 2011 Tuesday,Hillary Clinton,0,0
April 28 2011 Thursday,Walter Maddox,0,0
March 10 2011 Thursday,Scott Walker,0,0
January 25 2011 Tuesday,John Boehner;Eric Cantor,0,0
December 5 2011 Monday,,1,0
September 28 2011 Wednesday,Sam Youngman;Jon Huntsman,1,0
February 4 2011 Friday,,1,0
September 22 2011 Thursday,,1,0
January 6 2011 Thursday,Lanny Davis;Jay Sekulow,1,0
January 7 2011 Friday,Jeanine Pirro,1,0
April 29 2011 Friday,,1,0
April 29 2011 Friday,Paul Burrell;Plum Sykes,0,0
April 29 2011 Friday,Paul Burrell;Plum Sykes,0,0
April 25 2011 Monday,Monica Hesse,1,0
August 29 2011 Monday,Rick Klein;Louise Story;Rep. Phil Gingrey,1,0
February 2 2011 Wednesday,John Bolton;Mike Huckabee,1,0
December 8 2011 Thursday,,1,0
April 7 2011 Thursday,,0,0
March 8 2011 Tuesday,Leah Vukmir,1,0
November 21 2011 Monday,,1,0
April 19 2011 Tuesday,,1,0
October 3 2011 Monday,Alexis McGill Johnson,1,0
October 18 2011 Tuesday,,1,0
February 21 2011 Monday,,1,0
February 23 2011 Wednesday,Monica Crowley;Elise Jordan,1,0
February 14 2011 Monday,John Bolton,1,0
February 21 2011 Monday,Gov. John Kasich,1,0
February 28 2011 Monday,,1,0
December 26 2011 Monday,Rick Santorum,1,0
March 10 2011 Thursday,Peter King,1,0
July 25 2011 Monday,,1,0
January 17 2011 Monday,David Schweikert,0,0
January 19 2011 Wednesday,,0,0
September 8 2011 Thursday,Wayne Rogers; Ben Stein,1,0
April 18 2011 Monday,Sen. Mark Kirk;Rep. Darrell Issa,1,0
April 6 2011 Wednesday,Rep. Mike Pence;Ari Fleischer;Rep. Michael Grimm,1,0
December 12 2011 Monday,,1,0
May 16 2011 Monday,,1,0
February 21 2011 Monday,,1,0
September 19 2011 Monday,,1,0
November 28 2011 Monday,,1,0
September 26 2011 Monday,,1,0
April 4 2011 Monday,,1,0
February 28 2011 Monday,,1,0
August 29 2011 Monday,,1,0
November 7 2011 Monday,,1,0
July 11 2011 Monday,,1,0
December 5 2011 Monday,,1,0
March 28 2011 Monday,,1,0
May 23 2011 Monday,,1,0
November 14 2011 Monday,,1,0
December 19 2011 Monday,,1,0
July 18 2011 Monday,,1,0
October 3 2011 Monday,,1,0
August 22 2011 Monday,,1,0
January 17 2011 Monday,,1,0
June 13 2011 Monday,,1,0
March 7 2011 Monday,,1,0
March 21 2011 Monday,,1,0
June 20 2011 Monday,,1,0
February 14 2011 Monday,,1,0
December 5 2011 Monday,Scott Walker,1,0
August 26 2011 Friday,Anthea Butler; Edward Beck,1,0
September 11 2011 Sunday,John Ashcroft;Kirsten Gillibrand;John Bussey,0,0
September 9 2011 Friday,Aaron Schock;Adam Kinzinger;Donald Rumsfeld;Darrell Lynn;Emmitt Smith,1,0
February 4 2011 Friday,Peter Robinson,1,0
January 18 2011 Tuesday,,1,0
September 16 2011 Friday,Jeff Martinez,1,0
October 3 2011 Monday,Dick Morris,1,0
January 20 2011 Thursday,,1,0
January 21 2011 Friday,Michele Bachmann,1,0
February 24 2011 Thursday,Mike Pence,1,0
March 8 2011 Tuesday,Peter King,0,0
June 6 2011 Monday,Rick Klein;Jeanine Pirro,1,0
June 16 2011 Thursday,Donald Trump,1,0
January 7 2011 Friday,Rick Santorum;Ben Quayle;Charles Grassley,1,0
January 19 2011 Wednesday,Marsha Blackburn,0,0
December 21 2011 Wednesday,Michele Bachmann;Ed Rollins;Noelle Nikpour;Charles Gasparino;Deneen Borelli;Michael Meyers;Katie ,1,0
May 23 2011 Monday,Rep. Michael McCaul,1,0
December 31 2011 Saturday,,0,0
March 8 2011 Tuesday,Charles Krauthammer,1,0
July 18 2011 Monday,Herman Cain;Sen. Mike Lee,1,0
April 13 2011 Wednesday,Sen. John McCain;Sen. John Thune;Sen. Jim Demint,1,0
January 3 2011 Monday,Rep. Tom Price;Pam Bondi,1,0
January 20 2011 Thursday,Re. Joe Walsh;Sen. David Vitter;Gov. Mary Fallin,1,0
March 25 2011 Friday,G. Edward Griffin;Mark Calabria,0,0
April 6 2011 Wednesday,Scott Fitzgerald,1,0
November 24 2011 Thursday,Donald Trump,1,0
October 25 2011 Tuesday,Sam Youngman;Franklin Graham,1,0
October 18 2011 Tuesday,Wayne Perryman;Jehmu Greene,1,0
November 1 2011 Tuesday,,1,0
August 16 2011 Tuesday,,1,0
June 23 2011 Thursday,Rick Santorum,0,0
December 28 2011 Wednesday,,1,0
December 27 2011 Tuesday,Paul Singer;Byron York,1,0
August 25 2011 Thursday,Jacques Degraff;Vinnie Brand;Noelle Nikpour,1,0
June 14 2011 Tuesday,,1,0
April 20 2011 Wednesday,,1,0
April 26 2011 Tuesday,Arthur Edwards,1,0
March 22 2011 Tuesday,Donald Rumsfeld;Henry Kissinger,1,0
February 2 2011 Wednesday,Rupert Murdoch,1,0
August 3 2011 Wednesday,,1,0
August 5 2011 Friday,Sen. Mike Lee;Rep. Michele Bachmann;Donald Trump,1,0
May 25 2011 Wednesday,,1,0
April 13 2011 Wednesday,Rick Santorum,1,0
February 9 2011 Wednesday,,1,0
March 16 2011 Wednesday,Kellyanne Conway,1,0
May 31 2011 Tuesday,,1,0
March 23 2011 Wednesday,,1,0
January 17 2011 Monday,Douglas Brinkley,1,0
May 31 2011 Tuesday,,1,0
April 26 2011 Tuesday,,1,0
July 19 2011 Tuesday,,1,0
October 19 2011 Wednesday,,1,0
May 17 2011 Tuesday,Newt Gingrich;Marisa Lagos;Paola Messana,1,0
March 11 2011 Friday,Scott Walker,1,0
June 9 2011 Thursday,Robert and Charlene Spierer,1,0
December 7 2011 Wednesday,,1,0
June 20 2011 Monday,,1,0
July 19 2011 Tuesday,Sen. Tom Coburn;Rep. Jason Chaffetz,1,0
October 19 2011 Wednesday,Sen. Dean Heller,0,0
February 16 2011 Wednesday,Sen. Jim DeMint,1,0
March 9 2011 Wednesday,John Barrasso,0,0
March 10 2011 Thursday,Jon Kyl,1,0
January 27 2011 Thursday,Sen. Mike Lee,1,0
January 20 2011 Thursday,Mike Lee,0,0
July 21 2011 Thursday,Sen. Lindsey Graham,1,0
February 2 2011 Wednesday,Sen. John Thune,1,0
May 25 2011 Wednesday,,1,0
April 12 2011 Tuesday,Dr. Michael Baden,1,0
June 21 2011 Tuesday,Michael De Dora;Jay Sekulow,1,0
April 1 2011 Friday,Daniel Pipes;Chris Holton,0,0
March 8 2011 Tuesday,,1,0
January 10 2011 Monday,Ben McGahee;Dick Morris;Bob Beckel,1,0
June 9 2011 Thursday,Greg Abbott,1,0
March 31 2011 Thursday,,1,0
May 19 2011 Thursday,,1,0
November 8 2011 Tuesday,,1,0
January 3 2011 Monday,,1,0
August 9 2011 Tuesday,,1,0
March 8 2011 Tuesday,,1,0
January 24 2011 Monday,Louie Gohmert,0,0
August 22 2011 Monday,,1,0
July 14 2011 Thursday,Alicia Menendez,1,0
January 13 2011 Thursday,,1,0
August 29 2011 Monday,,1,0
September 6 2011 Tuesday,Ann Coulter,1,0
February 3 2011 Thursday,Cathy Areu,1,0
March 7 2011 Monday,Erica Payne,1,0
April 25 2011 Monday,,1,0
September 2 2011 Friday,,1,0
September 2 2011 Friday,,1,0
November 2 2011 Wednesday,,0,0
April 19 2011 Tuesday,Nadine Cook,1,0
December 27 2011 Tuesday,Karen Ruskin;Deneen Borelli,1,0
November 2 2011 Wednesday,Jim DeMint,1,0
September 15 2011 Thursday,,0,0
August 30 2011 Tuesday,,1,0
May 18 2011 Wednesday,,0,0
October 11 2011 Tuesday,,1,0
April 29 2011 Friday,,1,0
March 2 2011 Wednesday,Rep. John Boehner,1,0
February 18 2011 Friday,Walid Phares;Raphael Shore,1,0
November 22 2011 Tuesday,Frank Luntz;Steve Wynn;Marsha Blackburn,1,0
May 30 2011 Monday,,1,0
September 9 2011 Friday,Steve Hayes;David Drucker;Charles Krauthammer,0,0
August 10 2011 Wednesday,Mike Huckabee;Karen Tumulty;Steve Hayes;Charles Krauthammer;Kay Henderson;Kathie Obradovich;,0,0
February 18 2011 Friday,,0,0
July 29 2011 Friday,David Drucker;Karen Tumulty;Steve Hayes;Charles Krauthammer,0,0
June 23 2011 Thursday,Nina Easton;Mara Liasson;Charles Krauthammer,0,0
July 1 2011 Friday,Steve Hayes;Rick Klein;Charles Krauthammer,0,0
December 12 2011 Monday,Barbara Walters,1,0
January 21 2011 Friday,Mike Huckabee,0,0
March 8 2011 Tuesday,Jerry Moran;Lt. Gen. Jerry Boykin;Rebecca Kleefisch;Pat Toomey;Zuhdi Jasser;Jacob Hornberger,0,0
April 15 2011 Friday,Dore Gold;John Hagee;Joseph Potasnik,0,0
January 25 2011 Tuesday,,1,0
February 22 2011 Tuesday,Jerry Torr;Spencer Coggs;Robin Vos;Shannon Jones;Dr. Pam Galloway,1,0
August 11 2011 Thursday,,1,0
April 7 2011 Thursday,Rep. Michele Bachmann;Dick Morris;Rob Andrews,1,0
September 23 2011 Friday,,1,0
July 14 2011 Thursday,Herman Cain;Ellis Henican;Jonathan Tobin,1,0
November 1 2011 Tuesday,,1,0
March 1 2011 Tuesday,John Stossel,1,0
December 15 2011 Thursday,,1,0
May 25 2011 Wednesday,Michael Baden,1,0
February 6 2011 Sunday,Roger Goodell,0,0
November 15 2011 Tuesday,Jennifer Openshaw,0,0
November 29 2011 Tuesday,Russell Simmons,1,0
September 28 2011 Wednesday,Pam Bondi,1,0
December 13 2011 Tuesday,,1,0
February 22 2011 Tuesday,,1,0
June 9 2011 Thursday,,1,0
January 17 2011 Monday,Dr. Michael Lemole,1,0
October 6 2011 Thursday,Craig Smith,0,0
March 31 2011 Thursday,Tarek Radwan,1,0
April 21 2011 Thursday,John Redwine,1,0
July 25 2011 Monday,Tad Dehaven,0,0
May 12 2011 Thursday,Bryan Sandberg,0,0
April 22 2011 Friday,Kristin Bentz,0,0
January 21 2011 Friday,Lou Dobbs,1,0
February 8 2011 Tuesday,,1,0
August 18 2011 Thursday,Kelly Evans;Tobin Smith,1,0
August 11 2011 Thursday,Larry Sabato,1,0
July 27 2011 Wednesday,Dick Morris,1,0
July 13 2011 Wednesday,Dick Morris,1,0
February 9 2011 Wednesday,Laura Ingraham,1,0
January 27 2011 Thursday,Laura Ingraham;Leslie Marshall,1,0
February 21 2011 Monday,Robin Vos,1,0
February 1 2011 Tuesday,,1,0
February 16 2011 Wednesday,Dick Morris;Erica Payne;Leslie Marshall,1,0
February 11 2011 Friday,Ralph Peters,1,0
February 15 2011 Tuesday,,1,0
January 17 2011 Monday,,1,0
February 22 2011 Tuesday,Alan Colmes;Monica Crowley,1,0
December 19 2011 Monday,Mitt Romney,1,0
March 4 2011 Friday,Sarah Palin,1,0
April 1 2011 Friday,,1,0
April 15 2011 Friday,Amy Kremer;Corey Lewandowski;Katrina Pierson,1,0
March 31 2011 Thursday,George W. Bush,1,0
February 25 2011 Friday,Rep. Michele Bachmann,1,0
February 8 2011 Tuesday,,1,0
November 3 2011 Thursday,,1,0
October 31 2011 Monday,Michael Weymouth,0,0
April 22 2011 Friday,,1,0
April 15 2011 Friday,Mark Fuhrman,1,0
January 31 2011 Monday,Khairi Abaza;Fouad Ajami,1,0
July 22 2011 Friday,John Bolton,1,0
May 18 2011 Wednesday,Erica Payne,0,0
May 24 2011 Tuesday,Gov. Rick Perry,1,0
February 10 2011 Thursday,,1,0
November 24 2011 Thursday,,0,0
January 6 2011 Thursday,Brent Bozell,1,0
July 1 2011 Friday,,1,0
September 2 2011 Friday,,1,0
May 13 2011 Friday,,1,0
December 30 2011 Friday,,1,0
July 1 2011 Friday,Dr. Michael Baden;Danny Knight,1,0
January 6 2011 Thursday,Charles Krauthammer;Jonah Goldberg,0,0
August 10 2011 Wednesday,Rep. Allen West,1,0
October 28 2011 Friday,Louise Story;Jonathan Strong; Christina Bellantoni,1,0
July 26 2011 Tuesday,Rep. John Garamendi;Leo Gerard;Ron Christie;Lena Taylor;Ben Jealous;Veda Shook,1,0
January 13 2011 Thursday,,0,0
July 4 2011 Monday,Ernest Borgnine;James Foley,1,0
June 23 2011 Thursday,,1,0
November 24 2011 Thursday,Buck McKeon,0,0
August 1 2011 Monday,,0,0
August 10 2011 Wednesday,,0,0
August 11 2011 Thursday,,0,0
August 12 2011 Friday,,0,0
August 15 2011 Monday,,0,0
August 16 2011 Tuesday,,0,0
August 17 2011 Wednesday,,0,0
August 29 2011 Monday,,0,0
August 3 2011 Wednesday,,0,0
August 30 2011 Tuesday,,0,0
August 4 2011 Thursday,,0,0
August 5 2011 Friday,,0,0
August 8 2011 Monday,,0,0
August 9 2011 Tuesday,,0,0
December 1 2011 Thursday,,0,0
December 12 2011 Monday,,0,0
December 13 2011 Tuesday,,0,0
December 14 2011 Wednesday,,0,0
December 16 2011 Friday,Donald Trump,0,0
December 19 2011 Monday,,0,0
December 2 2011 Friday,,0,0
December 20 2011 Tuesday,,0,0
December 21 2011 Wednesday,,0,0
December 22 2011 Thursday,,0,0
December 23 2011 Friday,,0,0
December 26 2011 Monday,,0,0
December 27 2011 Tuesday,,0,0
December 28 2011 Wednesday,,0,0
December 29 2011 Thursday,,0,0
December 5 2011 Monday,,0,0
December 6 2011 Tuesday,,0,0
December 7 2011 Wednesday,,0,0
December 8 2011 Thursday,,0,0
December 9 2011 Friday,McKenzie Haley,0,0
July 11 2011 Monday,,0,0
July 12 2011 Tuesday,,0,0
July 13 2011 Wednesday,,0,0
July 14 2011 Thursday,,0,0
July 18 2011 Monday,,0,0
July 19 2011 Tuesday,,0,0
July 20 2011 Wednesday,,0,0
July 21 2011 Thursday,,0,0
July 22 2011 Friday,,0,0
July 25 2011 Monday,,0,0
July 26 2011 Tuesday,,0,0
July 27 2011 Wednesday,,0,0
July 28 2011 Thursday,,0,0
July 29 2011 Friday,,0,0
November 1 2011 Tuesday,,0,0
November 10 2011 Thursday,,0,0
November 11 2011 Friday,,0,0
November 14 2011 Monday,,0,0
November 15 2011 Tuesday,,0,0
November 17 2011 Thursday,,0,0
November 21 2011 Monday,,0,0
November 22 2011 Tuesday,,0,0
November 23 2011 Wednesday,,0,0
November 25 2011 Friday,,0,0
November 28 2011 Monday,,0,0
November 29 2011 Tuesday,,0,0
November 3 2011 Thursday,,0,0
November 30 2011 Wednesday,,0,0
November 4 2011 Friday,,0,0
November 16 2011 Wednesday,,0,0
November 7 2011 Monday,,0,0
November 9 2011 Wednesday,,0,0
October 10 2011 Monday,,0,0
October 11 2011 Tuesday,,0,0
October 12 2011 Wednesday,,0,0
October 14 2011 Friday,,0,0
October 17 2011 Monday,,0,0
October 18 2011 Tuesday,,0,0
October 20 2011 Thursday,,0,0
October 21 2011 Friday,,0,0
October 24 2011 Monday,,0,0
October 25 2011 Tuesday,,0,0
October 26 2011 Wednesday,,0,0
October 27 2011 Thursday,,0,0
October 28 2011 Friday,,0,0
October 31 2011 Monday,,0,0
October 4 2011 Tuesday,,0,0
October 6 2011 Thursday,,0,0
October 7 2011 Friday,,0,0
September 1 2011 Thursday,,0,0
September 12 2011 Monday,,0,0
September 19 2011 Monday,,0,0
September 2 2011 Friday,,0,0
September 20 2011 Tuesday,,0,0
September 22 2011 Thursday,,0,0
September 23 2011 Friday,,0,0
September 26 2011 Monday,,0,0
September 27 2011 Tuesday,,0,0
September 29 2011 Thursday,,0,0
September 30 2011 Friday,,0,0
September 5 2011 Monday,,0,0
September 7 2011 Wednesday,,0,0
September 8 2011 Thursday,,0,0
December 30 2011 Friday,,0,0
April 22 2011 Friday,Richard Poe;Kevin Williamson,0,0
January 13 2011 Thursday,,1,0
October 19 2011 Wednesday,Frank Luntz;Newt Gingrich,1,0
May 13 2011 Friday,Rep. Ron Paul;Christian Heinze,1,0
October 3 2011 Monday,Bob Beckel;Charles Payne;Katie Pavlich,1,0
March 25 2011 Friday,Ron Daniels;Dee Dee Benkie,1,0
October 21 2011 Friday,Hugh Hewitt;Vincent Cianci;Carol Swain,1,0
April 12 2011 Tuesday,Dave Ramsey,0,0
July 14 2011 Thursday,Dana Milbank,1,0
July 26 2011 Tuesday,Bill Maher;Melissa Harris-Perry,1,0
January 7 2011 Friday,William Scheuer,1,0
March 9 2011 Wednesday,Akbar Ahmed,1,0
April 18 2011 Monday,Herman Cain,0,0
January 4 2011 Tuesday,Herman Cain,0,0
February 15 2011 Tuesday,,0,0
November 17 2011 Thursday,Sharon Crowley,1,0
July 15 2011 Friday,Kevin McCarthy;Michael Bennet;John Barrasso;Tom Coburn;Mary Bono Mack;Marsha Blackburn;Cathy ,1,0
March 7 2011 Monday,Sen. Rand Paul;Sen. Mike Lee;David Buckner;Mark Mix;Nancy Skinner;Michael Scheuer;Seton Motley,0,0
April 22 2011 Friday,,1,0
December 2 2011 Friday,Steve King,1,0
April 22 2011 Friday,,1,0
April 29 2011 Friday,Plum Sykes;Paul Burrell,0,0
April 29 2011 Friday,Duncan Sandy;Paul Burrell;Imogen Lloyd Webber;Joan Lunden,0,0
November 11 2011 Friday,,1,0
October 17 2011 Monday,Byron York,1,0
June 1 2011 Wednesday,Donald Trump,1,0
September 15 2011 Thursday,Liz Cheney;Cathy Areu;Ralph Reed,1,0
April 19 2011 Tuesday,,1,0
March 7 2011 Monday,,1,0
September 27 2011 Tuesday,Bob Scales,1,0
April 27 2011 Wednesday,,1,0
July 14 2011 Thursday,Kay Bailey Hutchison;Allen West;Paul Colbert;Clint David;Karen Nussle;Ben Ferguson;John Ulzheimer,0,0
July 25 2011 Monday,Gary Witt;Greg McBride;Marsha Blackburn;Tom Parsons;Al Lewis;Larry Winget;Mike Gerson,0,0
July 26 2011 Tuesday,Senator Mike Crapo;J.C. Watts;Tom Walsh;Rick Rodgers;Clint Greenleaf;Chris Stigall;Mahsa Saeidi;,0,0
February 25 2011 Friday,,1,0
April 22 2011 Friday,Frank Luntz,0,0
May 18 2011 Wednesday,Frank Luntz,0,0
May 18 2011 Wednesday,Frank Luntz,0,0
January 20 2011 Thursday,Frank Luntz,0,0
May 3 2011 Tuesday,Fred Burton;Clint Bruce;Edward Beck,1,0
March 14 2011 Monday,,1,0
August 12 2011 Friday,,1,0
March 16 2011 Wednesday,Karen Bouffard,1,0
February 8 2011 Tuesday,Nick Casey;Brother Nick Gonzalez,1,0
September 15 2011 Thursday,,1,0
June 9 2011 Thursday,Tim Pawlenty,1,0
December 27 2011 Tuesday,,1,0
April 22 2011 Friday,Andrew Breitbart,1,0
August 15 2011 Monday,Newt Gingrich,1,0
October 10 2011 Monday,Amilya Antonetti;Erica Payne,1,0
May 23 2011 Monday,Scott Peake;C.J. Huff,1,0
May 24 2011 Tuesday,Robbie Hoy,1,0
April 18 2011 Monday,,1,0
April 28 2011 Thursday,Dr. David Hinton;Dennis Hinton;Victor Luckerson,1,0
May 25 2011 Wednesday,,1,0
January 12 2011 Wednesday,,0,0
April 1 2011 Friday,Ainsley Earhardt,1,0
August 9 2011 Tuesday,,1,0
April 14 2011 Thursday,,1,0
March 30 2011 Wednesday,Donald Trump,1,0
March 16 2011 Wednesday,Donald Trump,0,0
March 15 2011 Tuesday,Donald Trump,0,0
April 8 2011 Friday,Donald Trump,0,0
April 7 2011 Thursday,,1,0
May 9 2011 Monday,Donald Trump,1,0
April 26 2011 Tuesday,,1,0
June 1 2011 Wednesday,,0,0
January 12 2011 Wednesday,,1,0
January 17 2011 Monday,David Nakamura,1,0
January 28 2011 Friday,Kirsten Chick;Stephen Hadley;KT McFarland;Brigitte Gabriel;Michael Ghouse,1,0
May 30 2011 Monday,Christian Nielson;Stephanie Nielson,0,0
March 17 2011 Thursday,,1,0
August 31 2011 Wednesday,Tom Donohue,0,0
February 16 2011 Wednesday,Dudley Althaus;Rep. Henry Cuellar;Paul Babeu,1,0
January 14 2011 Friday,Greg Abbott,1,0
